pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	drug_a_split	drug_b_split	split	unseen_drug_count
459	DB00563|DB01418	DB01418	DB00563	training	test	test	1
460	DB00959|DB01418	DB01418	DB00959	training	training	training	0
461	DB01233|DB01418	DB01418	DB01233	training	test	test	1
462	DB00524|DB01418	DB01418	DB00524	training	training	training	0
463	DB00264|DB01418	DB01418	DB00264	training	training	training	0
464	DB00916|DB01418	DB01418	DB00916	training	training	training	0
465	DB01110|DB01418	DB01418	DB01110	training	test	test	1
466	DB00683|DB01418	DB01418	DB00683	training	test	test	1
467	DB01418|DB09282	DB01418	DB09282	training	training	training	0
468	DB00295|DB01418	DB01418	DB00295	training	training	training	0
469	DB00332|DB01418	DB01418	DB00332	training	test	test	1
470	DB00788|DB01418	DB01418	DB00788	training	test	test	1
471	DB00622|DB01418	DB01418	DB00622	training	training	training	0
472	DB01115|DB01418	DB01418	DB01115	training	test	test	1
473	DB01059|DB01418	DB01418	DB01059	training	training	training	0
474	DB00646|DB01418	DB01418	DB00646	training	training	training	0
475	DB00104|DB01418	DB01418	DB00104	training	training	training	0
476	DB01165|DB01418	DB01418	DB01165	training	training	training	0
477	DB00338|DB01418	DB01418	DB00338	training	training	training	0
478	DB00842|DB01418	DB01418	DB00842	training	training	training	0
479	DB00497|DB01418	DB01418	DB00497	training	training	training	0
480	DB01418|DB09140	DB01418	DB09140	training	training	training	0
481	DB00806|DB01418	DB01418	DB00806	training	test	test	1
482	DB01174|DB01418	DB01418	DB01174	training	training	training	0
483	DB00252|DB01418	DB01418	DB00252	training	training	training	0
484	DB00761|DB01418	DB01418	DB00761	training	validation	validation	1
485	DB01418|DB01588	DB01418	DB01588	training	training	training	0
486	DB00860|DB01418	DB01418	DB00860	training	training	training	0
487	DB01039|DB01418	DB01418	DB01039	training	training	training	0
488	DB01182|DB01418	DB01418	DB01182	training	validation	validation	1
489	DB00571|DB01418	DB01418	DB00571	training	validation	validation	1
490	DB00863|DB01418	DB01418	DB00863	training	training	training	0
491	DB00811|DB01418	DB01418	DB00811	training	training	training	0
492	DB01045|DB01418	DB01418	DB01045	training	validation	validation	1
493	DB00795|DB01418	DB01418	DB00795	training	training	training	0
494	DB01418|DB09072	DB01418	DB09072	training	training	training	0
495	DB00489|DB01418	DB01418	DB00489	training	training	training	0
496	DB00421|DB01418	DB01418	DB00421	training	training	training	0
497	DB00370|DB01418	DB01418	DB00370	training	training	training	0
498	DB00284|DB01418	DB01418	DB00284	training	training	training	0
499	DB00448|DB01418	DB01418	DB00448	training	validation	validation	1
500	DB00346|DB01418	DB01418	DB00346	training	test	test	1
501	DB00381|DB01418	DB01418	DB00381	training	training	training	0
502	DB00612|DB01418	DB01418	DB00612	training	training	training	0
503	DB01222|DB01418	DB01418	DB01222	training	training	training	0
504	DB01418|DB13510	DB01418	DB13510	training	training	training	0
505	DB01136|DB01418	DB01418	DB01136	training	test	test	1
506	DB01418|DB04846	DB01418	DB04846	training	training	training	0
507	DB00341|DB01418	DB01418	DB00341	training	training	training	0
508	DB01211|DB01418	DB01418	DB01211	training	test	test	1
509	DB01073|DB01418	DB01418	DB01073	training	validation	validation	1
510	DB01216|DB01418	DB01418	DB01216	training	training	training	0
511	DB00983|DB01418	DB01418	DB00983	training	training	training	0
512	DB00996|DB01418	DB01418	DB00996	training	training	training	0
513	DB00222|DB01418	DB01418	DB00222	training	training	training	0
514	DB00904|DB01418	DB01418	DB00904	training	training	training	0
515	DB01418|DB12942	DB01418	DB12942	training	training	training	0
516	DB00555|DB01418	DB01418	DB00555	training	training	training	0
517	DB01418|DB13872	DB01418	DB13872	training	test	test	1
518	DB01418|DB04861	DB01418	DB04861	training	training	training	0
519	DB01418|DB09220	DB01418	DB09220	training	training	training	0
520	DB01418|DB06285	DB01418	DB06285	training	training	training	0
521	DB00715|DB01418	DB01418	DB00715	training	training	training	0
522	DB00758|DB01418	DB01418	DB00758	training	training	training	0
523	DB00881|DB01418	DB01418	DB00881	training	training	training	0
524	DB00178|DB01418	DB01418	DB00178	training	training	training	0
525	DB00734|DB01418	DB01418	DB00734	training	training	training	0
526	DB00243|DB01418	DB01418	DB00243	training	validation	validation	1
527	DB00938|DB01418	DB01418	DB00938	training	training	training	0
528	DB01104|DB01418	DB01418	DB01104	training	training	training	0
529	DB00641|DB01418	DB01418	DB00641	training	test	test	1
530	DB01418|DB01606	DB01418	DB01606	training	training	training	0
531	DB01418|DB09289	DB01418	DB09289	training	training	training	0
532	DB00273|DB01418	DB01418	DB00273	training	training	training	0
533	DB00214|DB01418	DB01418	DB00214	training	training	training	0
534	DB01418|DB12661	DB01418	DB12661	training	training	training	0
535	DB00285|DB01418	DB01418	DB00285	training	training	training	0
536	DB00425|DB01418	DB01418	DB00425	training	training	training	0
537	DB01198|DB01418	DB01418	DB01198	training	training	training	0
538	DB00958|DB01418	DB01418	DB00958	training	test	test	1
539	DB01088|DB01418	DB01418	DB01088	training	test	test	1
540	DB00213|DB01418	DB01418	DB00213	training	training	training	0
541	DB01418|DB13867	DB01418	DB13867	training	training	training	0
542	DB01095|DB01418	DB01418	DB01095	training	training	training	0
543	DB00176|DB01418	DB01418	DB00176	training	validation	validation	1
544	DB00007|DB01418	DB01418	DB00007	training	training	training	0
545	DB00175|DB01418	DB01418	DB00175	training	training	training	0
546	DB00654|DB01418	DB01418	DB00654	training	training	training	0
547	DB00590|DB01418	DB01418	DB00590	training	test	test	1
548	DB01418|DB13136	DB01418	DB13136	training	training	training	0
549	DB00492|DB01418	DB01418	DB00492	training	training	training	0
550	DB01224|DB01418	DB01418	DB01224	training	training	training	0
551	DB01306|DB01418	DB01418	DB01306	training	training	training	0
552	DB00762|DB01418	DB01418	DB00762	training	validation	validation	1
553	DB00678|DB01418	DB01418	DB00678	training	training	training	0
554	DB00790|DB01418	DB01418	DB00790	training	training	training	0
555	DB01418|DB11738	DB01418	DB11738	training	test	test	1
556	DB00869|DB01418	DB01418	DB00869	training	training	training	0
557	DB00334|DB01418	DB01418	DB00334	training	test	test	1
558	DB01418|DB13704	DB01418	DB13704	training	test	test	1
559	DB01418|DB08813	DB01418	DB08813	training	validation	validation	1
560	DB01225|DB01418	DB01418	DB01225	training	training	training	0
561	DB01418|DB06779	DB01418	DB06779	training	test	test	1
562	DB00688|DB01418	DB01418	DB00688	training	test	test	1
563	DB00709|DB01418	DB01418	DB00709	training	training	training	0
564	DB01409|DB01418	DB01418	DB01409	training	training	training	0
565	DB00177|DB01418	DB01418	DB00177	training	training	training	0
566	DB00476|DB01418	DB01418	DB00476	training	training	training	0
567	DB01006|DB01418	DB01418	DB01006	training	training	training	0
568	DB00912|DB01418	DB01418	DB00912	training	training	training	0
569	DB00966|DB01418	DB01418	DB00966	training	test	test	1
570	DB00577|DB01418	DB01418	DB00577	training	training	training	0
571	DB00910|DB01418	DB01418	DB00910	training	test	test	1
572	DB00559|DB01418	DB01418	DB00559	training	test	test	1
573	DB00706|DB01418	DB01418	DB00706	training	validation	validation	1
574	DB01137|DB01418	DB01418	DB01137	training	training	training	0
575	DB01128|DB01418	DB01418	DB01128	training	training	training	0
576	DB01029|DB01418	DB01418	DB01029	training	training	training	0
577	DB01217|DB01418	DB01418	DB01217	training	validation	validation	1
578	DB00503|DB01418	DB01418	DB00503	training	validation	validation	1
579	DB00471|DB01418	DB01418	DB00471	training	training	training	0
580	DB00989|DB01418	DB01418	DB00989	training	test	test	1
581	DB00230|DB01418	DB01418	DB00230	training	training	training	0
582	DB00601|DB01418	DB01418	DB00601	training	training	training	0
583	DB01101|DB01418	DB01418	DB01101	training	validation	validation	1
584	DB01418|DB13919	DB01418	DB13919	training	training	training	0
585	DB00005|DB01418	DB01418	DB00005	training	training	training	0
586	DB00658|DB01418	DB01418	DB00658	training	test	test	1
587	DB01126|DB01418	DB01418	DB01126	training	validation	validation	1
588	DB00533|DB01418	DB01418	DB00533	training	training	training	0
589	DB01418|DB04855	DB01418	DB04855	training	test	test	1
590	DB01418|DB09214	DB01418	DB09214	training	training	training	0
591	DB00198|DB01418	DB01418	DB00198	training	validation	validation	1
592	DB00047|DB01418	DB01418	DB00047	training	validation	validation	1
593	DB00967|DB01418	DB01418	DB00967	training	training	training	0
594	DB00619|DB01418	DB01418	DB00619	training	training	training	0
595	DB00736|DB01418	DB01418	DB00736	training	test	test	1
596	DB00012|DB01418	DB01418	DB00012	training	training	training	0
597	DB00700|DB01418	DB01418	DB00700	training	training	training	0
598	DB01098|DB01418	DB01418	DB01098	training	training	training	0
599	DB00275|DB01418	DB01418	DB00275	training	training	training	0
600	DB01175|DB01418	DB01418	DB01175	training	training	training	0
601	DB01418|DB09026	DB01418	DB09026	training	training	training	0
602	DB00051|DB01418	DB01418	DB00051	training	training	training	0
603	DB00530|DB01418	DB01418	DB00530	training	training	training	0
604	DB00973|DB01418	DB01418	DB00973	training	training	training	0
605	DB00480|DB01418	DB01418	DB00480	training	training	training	0
606	DB00374|DB01418	DB01418	DB00374	training	training	training	0
607	DB01268|DB01418	DB01418	DB01268	training	training	training	0
608	DB00188|DB01418	DB01418	DB00188	training	validation	validation	1
609	DB01261|DB01418	DB01418	DB01261	training	training	training	0
610	DB01270|DB01418	DB01418	DB01270	training	test	test	1
611	DB01418|DB09015	DB01418	DB09015	training	test	test	1
612	DB00413|DB01418	DB01418	DB00413	training	training	training	0
613	DB00798|DB01418	DB01418	DB00798	training	test	test	1
614	DB00316|DB00513	DB00316	DB00513	training	training	training	0
615	DB00316|DB14511	DB00316	DB14511	training	validation	validation	1
616	DB00316|DB00819	DB00316	DB00819	training	training	training	0
617	DB00316|DB03166	DB00316	DB03166	training	test	test	1
618	DB00316|DB06151	DB00316	DB06151	training	training	training	0
619	DB00316|DB09278	DB00316	DB09278	training	test	test	1
620	DB00316|DB00787	DB00316	DB00787	training	training	training	0
621	DB00316|DB00640	DB00316	DB00640	training	test	test	1
622	DB00316|DB00518	DB00316	DB00518	training	test	test	1
623	DB00316|DB01001	DB00316	DB01001	training	test	test	1
624	DB00316|DB00898	DB00316	DB00898	training	training	training	0
625	DB00316|DB00802	DB00316	DB00802	training	training	training	0
626	DB00316|DB00437	DB00316	DB00437	training	training	training	0
627	DB00058|DB00316	DB00316	DB00058	training	training	training	0
628	DB00316|DB06243	DB00316	DB06243	training	training	training	0
629	DB00316|DB00404	DB00316	DB00404	training	training	training	0
630	DB00316|DB00770	DB00316	DB00770	training	test	test	1
631	DB00316|DB00915	DB00316	DB00915	training	training	training	0
632	DB00316|DB06742	DB00316	DB06742	training	training	training	0
633	DB00305|DB00316	DB00316	DB00305	training	training	training	0
634	DB00316|DB00479	DB00316	DB00479	training	test	test	1
635	DB00316|DB00594	DB00316	DB00594	training	test	test	1
636	DB00316|DB01223	DB00316	DB01223	training	test	test	1
637	DB00316|DB01118	DB00316	DB01118	training	test	test	1
638	DB00316|DB00321	DB00316	DB00321	training	validation	validation	1
639	DB00316|DB00543	DB00316	DB00543	training	test	test	1
640	DB00182|DB00316	DB00316	DB00182	training	training	training	0
641	DB00290|DB00316	DB00316	DB00290	training	training	training	0
642	DB00316|DB01558	DB00316	DB01558	training	training	training	0
643	DB00316|DB09019	DB00316	DB09019	training	training	training	0
644	DB00316|DB01200	DB00316	DB01200	training	training	training	0
645	DB00316|DB00835	DB00316	DB00835	training	test	test	1
646	DB00316|DB00887	DB00316	DB00887	training	training	training	0
647	DB00316|DB01210	DB00316	DB01210	training	validation	validation	1
648	DB00297|DB00316	DB00316	DB00297	training	training	training	0
649	DB00316|DB00921	DB00316	DB00921	training	training	training	0
650	DB00316|DB00490	DB00316	DB00490	training	training	training	0
651	DB00316|DB01008	DB00316	DB01008	training	validation	validation	1
652	DB00316|DB00611	DB00316	DB00611	training	test	test	1
653	DB00201|DB00316	DB00316	DB00201	training	training	training	0
654	DB00136|DB00316	DB00316	DB00136	training	training	training	0
655	DB00316|DB01373	DB00316	DB01373	training	training	training	0
656	DB00316|DB06724	DB00316	DB06724	training	test	test	1
657	DB00316|DB11126	DB00316	DB11126	training	training	training	0
658	DB00316|DB11348	DB00316	DB11348	training	validation	validation	1
659	DB00316|DB12221	DB00316	DB12221	training	test	test	1
660	DB00316|DB06774	DB00316	DB06774	training	training	training	0
661	DB00316|DB01197	DB00316	DB01197	training	training	training	0
662	DB00316|DB00564	DB00316	DB00564	training	training	training	0
663	DB00316|DB09012	DB00316	DB09012	training	training	training	0
664	DB00190|DB00316	DB00316	DB00190	training	training	training	0
665	DB00316|DB00389	DB00316	DB00389	training	validation	validation	1
666	DB00316|DB04339	DB00316	DB04339	training	training	training	0
667	DB00316|DB11588	DB00316	DB11588	training	training	training	0
668	DB00316|DB11059	DB00316	DB11059	training	validation	validation	1
669	DB00316|DB00395	DB00316	DB00395	training	training	training	0
670	DB00262|DB00316	DB00316	DB00262	training	training	training	0
671	DB00316|DB00583	DB00316	DB00583	training	validation	validation	1
672	DB00316|DB00521	DB00316	DB00521	training	training	training	0
673	DB00316|DB11113	DB00316	DB11113	training	training	training	0
674	DB00316|DB01326	DB00316	DB01326	training	training	training	0
675	DB00316|DB01327	DB00316	DB01327	training	test	test	1
676	DB00316|DB01329	DB00316	DB01329	training	test	test	1
677	DB00316|DB00493	DB00316	DB00493	training	training	training	0
678	DB00229|DB00316	DB00316	DB00229	training	training	training	0
679	DB00316|DB01331	DB00316	DB01331	training	training	training	0
680	DB00316|DB01212	DB00316	DB01212	training	training	training	0
681	DB00316|DB01112	DB00316	DB01112	training	training	training	0
682	DB00316|DB01333	DB00316	DB01333	training	training	training	0
683	DB00291|DB00316	DB00316	DB00291	training	training	training	0
684	DB00316|DB00446	DB00316	DB00446	training	training	training	0
685	DB00316|DB00475	DB00316	DB00475	training	validation	validation	1
686	DB00316|DB00878	DB00316	DB00878	training	training	training	0
687	DB00316|DB06470	DB00316	DB06470	training	validation	validation	1
688	DB00316|DB01178	DB00316	DB01178	training	training	training	0
689	DB00316|DB01131	DB00316	DB01131	training	training	training	0
690	DB00316|DB00608	DB00316	DB00608	training	training	training	0
691	DB00316|DB00880	DB00316	DB00880	training	training	training	0
692	DB00316|DB01114	DB00316	DB01114	training	test	test	1
693	DB00316|DB00477	DB00316	DB00477	training	training	training	0
694	DB00316|DB01239	DB00316	DB01239	training	training	training	0
695	DB00310|DB00316	DB00316	DB00310	training	training	training	0
696	DB00316|DB00356	DB00316	DB00356	training	training	training	0
697	DB00316|DB04540	DB00316	DB04540	training	training	training	0
698	DB00316|DB01432	DB00316	DB01432	training	test	test	1
699	DB00122|DB00316	DB00316	DB00122	training	training	training	0
700	DB00316|DB09301	DB00316	DB09301	training	training	training	0
701	DB00316|DB11136	DB00316	DB11136	training	validation	validation	1
702	DB00316|DB01597	DB00316	DB01597	training	training	training	0
703	DB00316|DB00501	DB00316	DB00501	training	test	test	1
704	DB00316|DB00568	DB00316	DB00568	training	training	training	0
705	DB00316|DB00537	DB00316	DB00537	training	training	training	0
